record_id,model_label,model_id,extraction_field,item_index,label_raw,label_normalized,label_vocabulary,label_controlled,anchor_label,anchor_vocabulary,anchor_controlled,quote,item_json
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,bps_usage_instances,0,organizing principle,organizing principle,,no,,,no,"By synthesizing these concepts, this review will construct an innovative biopsychosocial framework for the management of geriatric MPS.","{""usage_verbatim"": ""By synthesizing these concepts, this review will construct an innovative biopsychosocial framework for the management of geriatric MPS."", ""bps_function"": ""organizing principle"", ""is_definitional"": ""no"", ""attributed_source"": """", ""section_located"": ""introduction"", ""note"": ""Introduces BPS as organizing framework for the review""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,bps_usage_instances,1,background framing,background framing,,no,,,no,"The framework emphasizes a shift from a biomedical, symptom-focused approach to a holistic, patient-centered model that addresses biological, psychological, and social dimensions of pain.","{""usage_verbatim"": ""The framework emphasizes a shift from a biomedical, symptom-focused approach to a holistic, patient-centered model that addresses biological, psychological, and social dimensions of pain."", ""bps_function"": ""background framing"", ""is_definitional"": ""no"", ""attributed_source"": """", ""section_located"": ""unclear"", ""note"": ""Frames BPS as holistic model addressing three dimensions""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,bps_usage_instances,2,background framing,background framing,,no,,,no,"The goal of these therapies is to change the relationship with pain—to reduce its emotional impact, improve coping skills, and re-engage with a meaningful life despite the persistence of pain.","{""usage_verbatim"": ""The goal of these therapies is to change the relationship with pain—to reduce its emotional impact, improve coping skills, and re-engage with a meaningful life despite the persistence of pain."", ""bps_function"": ""background framing"", ""is_definitional"": ""no"", ""attributed_source"": """", ""section_located"": ""unclear"", ""note"": ""Frames psychological interventions within BPS context""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,bps_usage_instances,3,explanatory framework,explanatory framework,,no,,,no,"An integrative model of care moves beyond simply co-locating different services; it involves the active coordination and synthesis of multiple evidence-based modalities into a single, cohesive treatment plan that is tailored to the individual patient's unique biopsychosocial profile.","{""usage_verbatim"": ""An integrative model of care moves beyond simply co-locating different services; it involves the active coordination and synthesis of multiple evidence-based modalities into a single, cohesive treatment plan that is tailored to the individual patient's unique biopsychosocial profile."", ""bps_function"": ""explanatory framework"", ""is_definitional"": ""no"", ""attributed_source"": """", ""section_located"": ""unclear"", ""note"": ""Presents BPS as explanatory framework for integrated care""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,domain_evidence,0,biological,biological,,no,,,no,"From a geroscience perspective, MPS can be conceptualized as a clinical manifestation of accelerated biological aging within the musculoskeletal system, where multiple hallmarks of aging converge to create a state of heightened vulnerability and impaired recovery.","{""domain"": ""biological"", ""coverage_level"": ""elaborated"", ""constructs_named"": [""sarcopenia"", ""inflammaging"", ""cellular senescence"", ""mitochondrial dysfunction"", ""central sensitization"", ""frailty""], ""subdomains_named"": [""Central Sensitization and Neuroplasticity"", ""Immune Inflammatory and Neuroinflammatory Processes"", ""Genetic Epigenetic and Biological Vulnerability"", ""Physical Function Mobility and Deconditioning""], ""evidence_verbatim"": ""From a geroscience perspective, MPS can be conceptualized as a clinical manifestation of accelerated biological aging within the musculoskeletal system, where multiple hallmarks of aging converge to create a state of heightened vulnerability and impaired recovery."", ""section_located"": ""unclear""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,domain_evidence,1,psychological,psychological,,no,,,no,"Psychological factors, which are highly prevalent in older adults with chronic pain, act as powerful top-down modulators of this centralized pain state... Pain catastrophizing (a negative cognitive-affective response to pain), anxiety, and depression can directly amplify the activity in these emotional brain circuits, further enhancing the perception of pain and creating a vicious, self-perpetuating cycle.","{""domain"": ""psychological"", ""coverage_level"": ""elaborated"", ""constructs_named"": [""pain catastrophizing"", ""fear-avoidance beliefs"", ""depression"", ""anxiety"", ""psychological flexibility"", ""acceptance""], ""subdomains_named"": [""Catastrophizing and Negative Cognitive Appraisal"", ""Fear Avoidance and Pain Related Fear"", ""Depression Emotional Distress and Affect"", ""Anxiety and Psychological Reactivity"", ""Acceptance Psychological Flexibility and Mindfulness"", ""cognitive-behavioural and psychotherapeutic approaches""], ""evidence_verbatim"": ""Psychological factors, which are highly prevalent in older adults with chronic pain, act as powerful top-down modulators of this centralized pain state... Pain catastrophizing (a negative cognitive-affective response to pain), anxiety, and depression can directly amplify the activity in these emotional brain circuits, further enhancing the perception of pain and creating a vicious, self-perpetuating cycle."", ""section_located"": ""unclear""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,domain_evidence,2,social,social,,no,,,no,"The experience of caring for this patient—and witnessing the gaps in care—served as a powerful catalyst for the present review... In the Chinese healthcare system, as in many other settings, geriatric psychology and psychosocial support remain underdeveloped and largely inaccessible.","{""domain"": ""social"", ""coverage_level"": ""mentioned"", ""constructs_named"": [""social isolation"", ""multidisciplinary team"", ""care coordination""], ""subdomains_named"": [""Social Support Network and Interpersonal Resources"", ""Community Participation and Social Role Functioning""], ""evidence_verbatim"": ""The experience of caring for this patient—and witnessing the gaps in care—served as a powerful catalyst for the present review... In the Chinese healthcare system, as in many other settings, geriatric psychology and psychosocial support remain underdeveloped and largely inaccessible."", ""section_located"": ""unclear""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,biological_factors,0,sarcopenia,sarcopenia,,no,Muscle Tendon and Soft Tissue Pathology,bio_subdomain,yes,"Sarcopenia, the age-related loss of skeletal muscle mass and strength, is a cornerstone of this decline. Beginning in the fourth decade of life, muscle mass decreases by approximately 8% per decade, accelerating after the age of 70.","{""factor_label"": ""sarcopenia"", ""subdomain_label"": ""Muscle Tendon and Soft Tissue Pathology"", ""mechanism_level"": ""peripheral or tissue"", ""factor_role"": ""determinant or risk factor"", ""factor_verbatim"": ""Sarcopenia, the age-related loss of skeletal muscle mass and strength, is a cornerstone of this decline. Beginning in the fourth decade of life, muscle mass decreases by approximately 8% per decade, accelerating after the age of 70."", ""section_located"": ""unclear"", ""evidence_basis"": ""asserted""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,biological_factors,1,inflammaging,inflammaging,,no,Immune Inflammatory and Neuroinflammatory Processes,bio_subdomain,yes,"This refers to the chronic, low-grade, sterile inflammation that characterizes the aging process, driven by an accumulation of pro-inflammatory stimuli... A key driver of inflammaging is cellular senescence—the accumulation of non-dividing but metabolically active cells that secrete a cocktail of inflammatory mediators, known as the senescence-associated secretory phenotype (SASP).","{""factor_label"": ""inflammaging"", ""subdomain_label"": ""Immune Inflammatory and Neuroinflammatory Processes"", ""mechanism_level"": ""systemic or whole body"", ""factor_role"": ""determinant or risk factor"", ""factor_verbatim"": ""This refers to the chronic, low-grade, sterile inflammation that characterizes the aging process, driven by an accumulation of pro-inflammatory stimuli... A key driver of inflammaging is cellular senescence—the accumulation of non-dividing but metabolically active cells that secrete a cocktail of inflammatory mediators, known as the senescence-associated secretory phenotype (SASP)."", ""section_located"": ""unclear"", ""evidence_basis"": ""asserted""}"
F001_42080121,Laguna-XS-2.1,poolside/laguna-xs-2.1,biological_factors,2,cellular senescence,cellular senescence,,no,Genetic Epigenetic and Biological Vulnerability,bio_subdomain,yes,"Cellular senescence—the accumulation of non-dividing but metabolically active cells that secrete a cocktail of inflammatory mediators, known as the senescence-associated secretory phenotype (SASP).","{""factor_label"": ""cellular senescence"", ""subdomain_label"": ""Genetic Epigenetic and Biological Vulnerability"", ""mechanism_level"": ""genetic or molecular"", ""factor_role"": ""determinant or risk factor"", ""factor_verbatim"": ""Cellular senescence—the accumulation of non-dividing but metabolically active cells that secrete a cocktail of inflammatory mediators, known as the senescence-associated secretory phenotype (SASP)."", ""section_located"": ""unclear"", ""evidence_basis"": ""asserted""}"
