record_id,model_label,model_id,extraction_field,item_index,label_raw,label_normalized,label_vocabulary,label_controlled,anchor_label,anchor_vocabulary,anchor_controlled,quote,item_json
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,0,intervention rationale,intervention rationale,,no,,,no,This review proposes an innovative biopsychosocial framework integrating precision geriatrics and digital therapeutics to address these challenges.,"{""usage_verbatim"": ""This review proposes an innovative biopsychosocial framework integrating precision geriatrics and digital therapeutics to address these challenges."", ""bps_function"": ""intervention rationale"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""abstract"", ""note"": ""Uses BPS to justify an integrated geriatric MPS framework.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,1,background framing,background framing,,no,,,no,"Prior work has established important foundations for understanding chronic pain in older adults. proposed a comprehensive biopsychosocial model of chronic pain for older adults that integrated biological, psychological, and social dimensions, providing a foundational conceptual structure for the field.","{""usage_verbatim"": ""Prior work has established important foundations for understanding chronic pain in older adults. proposed a comprehensive biopsychosocial model of chronic pain for older adults that integrated biological, psychological, and social dimensions, providing a foundational conceptual structure for the field."", ""bps_function"": ""background framing"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""introduction"", ""note"": ""Cites BPS as foundational for chronic pain in older adults.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,2,organizing principle,organizing principle,,no,,,no,"By synthesizing these concepts, this review will construct an innovative biopsychosocial framework for the management of geriatric MPS.","{""usage_verbatim"": ""By synthesizing these concepts, this review will construct an innovative biopsychosocial framework for the management of geriatric MPS."", ""bps_function"": ""organizing principle"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""introduction"", ""note"": ""States the review's organizing framework.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,3,organizing principle,organizing principle,,no,,,no,This narrative review synthesizes evidence from multiple high-quality sources to construct an innovative biopsychosocial framework for managing myofascial pain syndrome in the elderly.,"{""usage_verbatim"": ""This narrative review synthesizes evidence from multiple high-quality sources to construct an innovative biopsychosocial framework for managing myofascial pain syndrome in the elderly."", ""bps_function"": ""organizing principle"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""methods"", ""note"": ""Frames the review as a thematic BPS synthesis.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,4,explanatory framework,explanatory framework,,no,,,no,"This is the neurobiological basis of the biopsychosocial model of pain: the pain experience is an emergent property of the dynamic interaction between peripheral nociception, central processing, and psychological state.","{""usage_verbatim"": ""This is the neurobiological basis of the biopsychosocial model of pain: the pain experience is an emergent property of the dynamic interaction between peripheral nociception, central processing, and psychological state."", ""bps_function"": ""explanatory framework"", ""is_definitional"": ""yes"", ""attributed_source"": ""unattributed"", ""section_located"": ""discussion"", ""note"": ""Defines pain as an interaction of biological and psychological domains.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,5,intervention rationale,intervention rationale,,no,,,no,Chronic pain is never just a physical sensation; it is a complex and distressing biopsychosocial experience.,"{""usage_verbatim"": ""Chronic pain is never just a physical sensation; it is a complex and distressing biopsychosocial experience."", ""bps_function"": ""intervention rationale"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""discussion"", ""note"": ""Uses BPS to justify psychological interventions.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,6,organizing principle,organizing principle,,no,,,no,"single, cohesive treatment plan that is tailored to the individual patient’s unique biopsychosocial profile","{""usage_verbatim"": ""single, cohesive treatment plan that is tailored to the individual patient’s unique biopsychosocial profile"", ""bps_function"": ""organizing principle"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""discussion"", ""note"": ""Uses BPS to define individualized care planning.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_usage_instances,7,policy or practice implication,policy or practice implication,,no,,,no,"Clinicians are encouraged to adopt a biopsychosocial lens, prioritize non-pharmacological approaches, and engage in interdisciplinary collaboration.","{""usage_verbatim"": ""Clinicians are encouraged to adopt a biopsychosocial lens, prioritize non-pharmacological approaches, and engage in interdisciplinary collaboration."", ""bps_function"": ""policy or practice implication"", ""is_definitional"": ""no"", ""attributed_source"": ""unattributed"", ""section_located"": ""conclusion"", ""note"": ""Translates BPS into clinical and interdisciplinary recommendations.""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_definitions,0,unattributed,unattributed,,no,,,no,"This is the neurobiological basis of the biopsychosocial model of pain: the pain experience is an emergent property of the dynamic interaction between peripheral nociception, central processing, and psychological state.","{""definition_verbatim"": ""This is the neurobiological basis of the biopsychosocial model of pain: the pain experience is an emergent property of the dynamic interaction between peripheral nociception, central processing, and psychological state."", ""definition_type"": ""explicit_formal"", ""attributed_source"": ""unattributed"", ""elements_named"": [""peripheral nociception"", ""central processing"", ""psychological state""], ""section_located"": ""discussion""}"
F001_42080121,Nex-N2-Mini,nex-agi/nex-n2-mini,bps_definitions,1,unattributed,unattributed,,no,,,no,"comprehensive biopsychosocial model of chronic pain for older adults that integrated biological, psychological, and social dimensions, providing a foundational conceptual structure for the field.","{""definition_verbatim"": ""comprehensive biopsychosocial model of chronic pain for older adults that integrated biological, psychological, and social dimensions, providing a foundational conceptual structure for the field."", ""definition_type"": ""borrowed"", ""attributed_source"": ""unattributed"", ""elements_named"": [""biological dimensions"", ""psychological dimensions"", ""social dimensions""], ""section_located"": ""introduction""}"
